place1,place2,relation
Molyneux,Cherryfield,borders
Molyneux,Park,borders
Molyneux,Sudell,borders
Molyneux,Warbreck,borders
Hyde Werneth,Marple North,borders
Hyde Werneth,Bredbury and Woodley,borders
Hyde Werneth,Denton South,borders
Hyde Werneth,Longdendale,borders
Hyde Werneth,Hyde Godley,borders
Hyde Werneth,Bredbury Green and Romiley,borders
Kearsley,Little Lever and Darcy Lever,borders
Kearsley,Pilkington Park,borders
Kearsley,Radcliffe West,borders
Kearsley,Farnworth,borders
Kearsley,Walkden North,borders
Kearsley,Pendlebury,borders
Moreton West and Saughall Massie,Hoylake and Meols,borders
Moreton West and Saughall Massie,Leasowe and Moreton East,borders
Moreton West and Saughall Massie,Upton,borders
Moreton West and Saughall Massie,Greasby Frankby and Irby,borders
Crompton,Shaw,borders
Crompton,Royton South,borders
Crompton,Milnrow and Newhey,borders
Crompton,Balderstone and Kirkholt,borders
Crompton,Royton North,borders
Colne Valley,Holme Valley,borders
Colne Valley,Ryburn,borders
Colne Valley,Greetland and Stainland,borders
Colne Valley,Holme Valley North,borders
Colne Valley,Lindley,borders
Colne Valley,Saddleworth North,borders
Colne Valley,Golcar,borders
Colne Valley,Crosland Moor and Netherton,borders
Lozells and East Handsworth,Aston,borders
Lozells and East Handsworth,Perry Barr,borders
Lozells and East Handsworth,Soho,borders
Lozells and East Handsworth,Handsworth Wood,borders
Brinnington and Central,Bredbury and Woodley,borders
Brinnington and Central,Denton West,borders
Brinnington and Central,Davenport and Cale Green,borders
Brinnington and Central,Heatons South,borders
Brinnington and Central,Reddish South,borders
Brinnington and Central,Manor,borders
Brinnington and Central,Edgeley and Cheadle Heath,borders
Fulwood,Crookes & Crosspool,borders
Fulwood,Broomhill & Sharrow Vale,borders
Fulwood,Ecclesall,borders
Fulwood,Stannington,borders
Fulwood,Dore & Totley,borders
Bartley Green,Harborne,borders
Bartley Green,Selly Oak,borders
Bartley Green,Weoley,borders
Bartley Green,Quinton,borders
Bartley Green,Halesowen South,borders
Bramhall South and Woodford,Cheadle Hulme South,borders
Bramhall South and Woodford,Bramhall North,borders
Stanley and Outwood East,Normanton West Yorkshire,borders
Stanley and Outwood East,Kippax West Yorkshire,borders
Stanley and Outwood East,Ardsley and Robin Hood,borders
Stanley and Outwood East,Altofts and Whitwood,borders
Stanley and Outwood East,Rothwell,borders
Stanley and Outwood East,Wakefield North,borders
Stanley and Outwood East,Wakefield East,borders
Stanley and Outwood East,Wrenthorpe and Outwood West,borders
Audenshaw,Denton North East,borders
Audenshaw,Denton West,borders
Audenshaw,St. Peter's,borders
Audenshaw,Dukinfield,borders
Audenshaw,Gorton South,borders
Audenshaw,Droylsden East,borders
Audenshaw,Bradford,borders
Audenshaw,Gorton North,borders
Wallasey,Leasowe and Moreton East,borders
Wallasey,Bidston and St. James,borders
Wallasey,Liscard,borders
Wallasey,New Brighton,borders
Kingstone,Dodworth,borders
Kingstone,Central,borders
Kingstone,Old Town,borders
Kingstone,Worsbrough,borders
Kingstone,Penistone East,borders
Dewsbury West,Mirfield,borders
Dewsbury West,Batley West,borders
Dewsbury West,Dewsbury East,borders
Dewsbury West,Heckmondwike,borders
Dewsbury West,Dewsbury South,borders
Dewsbury West,Batley East,borders
Fazakerley,Norris Green,borders
Fazakerley,Croxteth,borders
Fazakerley,Molyneux,borders
Fazakerley,Cherryfield,borders
Fazakerley,Warbreck,borders
Langworthy,Ordsall,borders
Langworthy,Irwell Riverside,borders
Langworthy,Claremont,borders
Langworthy,Weaste and Seedley,borders
Stepping Hill,Offerton Park,borders
Stepping Hill,Hazel Grove,borders
Stepping Hill,Bramhall North,borders
Stepping Hill,Davenport and Cale Green,borders
Stepping Hill,Manor,borders
Belle Vale,Roby,borders
Belle Vale,Halewood North,borders
Belle Vale,Woolton,borders
Belle Vale,Childwall,borders
Gorton South,Denton West,borders
Gorton South,Reddish North,borders
Gorton South,Audenshaw,borders
Gorton South,Longsight,borders
Gorton South,Levenshulme,borders
Gorton South,Gorton North,borders
Henley,Wyken,borders
Henley,Longford,borders
Henley,Upper Stoke,borders
Broughton,Irwell Riverside,borders
Broughton,Kersal,borders
Broughton,Cheetham,borders
Sutton Trinity,Sutton Four Oaks,borders
Sutton Trinity,Sutton Vesey,borders
Sutton Trinity,Sutton New Hall,borders
Houghton,Hetton-le-Hole,borders
Houghton,Shiney Row,borders
Houghton,Copt Hill,borders
Abram,Bryn,borders
Abram,Ince,borders
Abram,Leigh West,borders
Abram,Hindley,borders
Abram,Hindley Green,borders
Abram,Golborne and Lowton West,borders
Abram,Worsley Mesnes,borders
Abram,Ashton,borders
Eccleshill,Bradford Moor,borders
Eccleshill,Bowling and Barkerend,borders
Eccleshill,Bolton and Undercliffe,borders
Eccleshill,Windhill and Wrose,borders
Eccleshill,Calverley and Farsley,borders
Eccleshill,Idle and Thackley,borders
Walkden North,Walkden South,borders
Walkden North,Farnworth,borders
Walkden North,Kearsley,borders
Walkden North,Pendlebury,borders
Walkden North,Little Hulton,borders
Walkden North,Swinton North,borders
Holbrook,Foleshill,borders
Holbrook,Bablake,borders
Holbrook,Radford,borders
Holbrook,Longford,borders
Anfield,Clubmoor,borders
Anfield,County,borders
Anfield,Kirkdale,borders
Anfield,Everton,borders
Anfield,Kensington and Fairfield,borders
Anfield,Tuebrook and Stoneycroft,borders
Stalybridge South,Mossley,borders
Stalybridge South,Saddleworth,borders
Stalybridge South,Longdendale,borders
Stalybridge South,Dukinfield Stalybridge,borders
Stalybridge South,Stalybridge North,borders
Stalybridge South,Hyde Newton,borders
Royton South,St. Mary's,borders
Royton South,Shaw,borders
Royton South,Crompton,borders
Royton South,St. James',borders
Royton South,Royton North,borders
Royton South,Chadderton North,borders
Royton South,Coldhurst,borders
Linacre,Kirkdale,borders
Linacre,Litherland,borders
Linacre,Derby,borders
Linacre,Church,borders
Linacre,New Brighton,borders
Soho,Harborne,borders
Soho,Aston,borders
Soho,Ladywood,borders
Soho,Soho and Victoria,borders
Soho,Lozells and East Handsworth,borders
Soho,Handsworth Wood,borders
Soho,St. Pauls,borders
Soho,Edgbaston,borders
Soho,West Bromwich Central,borders
Elland,Town,borders
Elland,Greetland and Stainland,borders
Elland,Brighouse,borders
Elland,Lindley,borders
Elland,Rastrick,borders
Elland,Ashbrow,borders
Kersal,Sedgley,borders
Kersal,Irwell Riverside,borders
Kersal,Broughton,borders
Kersal,Pendlebury,borders
Kersal,Cheetham,borders
Kersal,St. Mary's,borders
Kersal,Crumpsall,borders
Altrincham,Hale Central,borders
Altrincham,Broadheath,borders
Altrincham,Timperley,borders
Altrincham,Hale Barns,borders
Altrincham,Bowdon,borders
Altrincham,Village,borders
Dodworth,Kingstone,borders
Dodworth,Old Town,borders
Dodworth,Worsbrough,borders
Dodworth,Darton West,borders
Dodworth,Penistone East,borders
Ovenden,Town,borders
Ovenden,Park,borders
Ovenden,Warley,borders
Ovenden,Northowram and Shelf,borders
Ovenden,Illingworth and Mixenden,borders
Newsome,Kirkburton,borders
Newsome,Almondbury,borders
Newsome,Greenhead,borders
Newsome,Dalton,borders
Newsome,Holme Valley North,borders
Newsome,Crosland Moor and Netherton,borders
Sitwell,Valley,borders
Sitwell,Hellaby,borders
Sitwell,Rother Vale,borders
Sitwell,Boston Castle,borders
Sitwell,Brinsworth and Catcliffe,borders
Heatons South,Brinnington and Central,borders
Heatons South,Burnage,borders
Heatons South,Heatons North,borders
Heatons South,Didsbury East,borders
Heatons South,Cheadle Hulme North,borders
Heatons South,Reddish South,borders
Heatons South,Edgeley and Cheadle Heath,borders
Blackheath,Halesowen North,borders
Blackheath,Langley,borders
Blackheath,Rowley,borders
Blackheath,Cradley Heath and Old Hill,borders
Blackheath,Belle Vale,borders
St. James',Waterhead,borders
St. James',St. Mary's,borders
St. James',Shaw,borders
St. James',Royton South,borders
St. James',Saddleworth North,borders
Darfield,Wath,borders
Darfield,Dearne North,borders
Darfield,Cudworth,borders
Darfield,Wombwell,borders
Darfield,North East,borders
Darfield,Dearne South,borders
Darfield,Monk Bretton,borders
Darfield,Stairfoot,borders
Manor,Ford,borders
Manor,Blundellsands,borders
Manor,Victoria,borders
Manor,Ravenmeols,borders
Manor,Park,borders
Manor,St. Oswald,borders
Stechford and Yardley North,South Yardley,borders
Stechford and Yardley North,Shard End,borders
Stechford and Yardley North,Bordesley Green,borders
Stechford and Yardley North,Washwood Heath,borders
Stechford and Yardley North,Hodge Hill,borders
Stechford and Yardley North,Sheldon,borders
Horwich and Blackrod,Horwich,borders
Horwich and Blackrod,Aspull New Springs Whelley,borders
Horwich and Blackrod,Westhoughton North and Chew Moor,borders
Horwich and Blackrod,Heaton and Lostock,borders
Saddleworth North,Holme Valley,borders
Saddleworth North,Saddleworth,borders
Saddleworth North,Ryburn,borders
Saddleworth North,Waterhead,borders
Saddleworth North,Saddleworth West and Lees,borders
Saddleworth North,Shaw,borders
Saddleworth North,Colne Valley,borders
Saddleworth North,St. James',borders
Saddleworth North,Milnrow and Newhey,borders
Roby,St. Michaels,borders
Roby,Swanside,borders
Roby,St. Gabriels,borders
Roby,Belle Vale,borders
Roby,Halewood North,borders
Roby,Childwall,borders
Roby,Page Moss,borders
Tickhill & Wadsworth,Rossington,borders
Tickhill & Wadsworth,Conisbrough Parks,borders
Tickhill & Wadsworth,Maltby South Yorkshire,borders
Tickhill & Wadsworth,Finningley,borders
Tickhill & Wadsworth,Bessacarr,borders
Tickhill & Wadsworth,Balby South,borders
Tickhill & Wadsworth,Hellaby,borders
Tickhill & Wadsworth,Silverwood,borders
Tickhill & Wadsworth,Hexthorpe & Balby North,borders
Tickhill & Wadsworth,Edlington & Warmsworth,borders
Willenhall South,Bilston East,borders
Willenhall South,Wednesfield South,borders
Willenhall South,Darlaston South,borders
Willenhall South,Short Heath,borders
Willenhall South,East Park,borders
Willenhall South,Bentley and Darlaston North,borders
Willenhall South,Bilston North,borders
Pelsall,Brownhills,borders
Pelsall,Aldridge North and Walsall Wood,borders
Pelsall,Bloxwich East,borders
Pelsall,Rushall-Shelfield,borders
Pelsall,Blakenall,borders
Sedgley,Coseley East,borders
Sedgley,Upper Gornal and Woodsetton,borders
Sedgley,Spring Vale,borders
Sedgley,Gornal,borders
Sedgley,Blakenhall,borders
St. Michael's,Silksworth,borders
St. Michael's,Millfield,borders
St. Michael's,Hendon,borders
St. Michael's,Ryhope,borders
St. Michael's,Barnes,borders
Halewood North,Halewood,borders
Halewood North,Allerton and Hunts Cross,borders
Halewood North,St. Gabriels,borders
Halewood North,Belle Vale,borders
Halewood North,Roby,borders
Halewood North,Woolton,borders
Halewood North,Whiston & Cronton,borders
Knowle,Bickenhill,borders
Knowle,Meriden West Midlands,borders
Knowle,St. Alphege,borders
Knowle,Silhill,borders
Knowle,Dorridge and Hockley Heath,borders
Swinton,Conisbrough Parks,borders
Swinton,Mexborough,borders
Swinton,Wath,borders
Swinton,Silverwood,borders
Cheadle and Gatley,Heald Green,borders
Cheadle and Gatley,Cheadle Hulme South,borders
Cheadle and Gatley,Northenden,borders
Cheadle and Gatley,Didsbury East,borders
Cheadle and Gatley,Sharston,borders
Cheadle and Gatley,Cheadle Hulme North,borders
Duke's,Cambridge,borders
Duke's,Ainsdale,borders
Duke's,Birkdale,borders
Duke's,Kew,borders
Duke's,Norwood,borders
Wombwell,Hoober,borders
Wombwell,Wath,borders
Wombwell,Darfield,borders
Wombwell,Hoyland Milton,borders
Wombwell,Worsbrough,borders
Wombwell,Stairfoot,borders
Killingbeck and Seacroft,Cross Gates and Whinmoor,borders
Killingbeck and Seacroft,Temple Newsam,borders
Killingbeck and Seacroft,Roundhay,borders
Killingbeck and Seacroft,Gipton and Harehills,borders
Killingbeck and Seacroft,Burmantofts and Richmond Hill,borders
Northowram and Shelf,Town,borders
Northowram and Shelf,Ovenden,borders
Northowram and Shelf,Illingworth and Mixenden,borders
Northowram and Shelf,Queensbury,borders
Northowram and Shelf,Royds,borders
Northowram and Shelf,Hipperholme and Lightcliffe,borders
Dunston Hill and Whickham East,Whickham North,borders
Dunston Hill and Whickham East,Lobley Hill and Bensham,borders
Dunston Hill and Whickham East,Whickham South and Sunniside,borders
Dunston Hill and Whickham East,Dunston and Teams,borders
Woolton,Allerton and Hunts Cross,borders
Woolton,Church,borders
Woolton,Belle Vale,borders
Woolton,Halewood North,borders
Woolton,Childwall,borders
Atherleigh,Westhoughton,borders
Atherleigh,Leigh East,borders
Atherleigh,Leigh West,borders
Atherleigh,Hindley Green,borders
Atherleigh,Atherton,borders
Atherleigh,Tyldesley,borders
St. Peter's,Southwick,borders
St. Peter's,Millfield,borders
St. Peter's,Hendon,borders
St. Peter's,Fulwell,borders
Bamford,Milkstone and Deeplish,borders
Bamford,Castleton,borders
Bamford,Spotland and Falinge,borders
Bamford,North Heywood,borders
Bamford,Norden,borders
Birchills Leamore,Willenhall North,borders
Birchills Leamore,Pleck,borders
Birchills Leamore,Short Heath,borders
Birchills Leamore,St. Matthew's,borders
Birchills Leamore,Bloxwich East,borders
Birchills Leamore,Blakenall,borders
Birchills Leamore,Bloxwich West,borders
Birchills Leamore,Bentley and Darlaston North,borders
Cleckheaton,Wyke,borders
Cleckheaton,Tong,borders
Cleckheaton,Brighouse,borders
Cleckheaton,Liversedge and Gomersal,borders
Cleckheaton,Birstall and Birkenshaw,borders
Cleckheaton,Hipperholme and Lightcliffe,borders
Gleadless Valley,Nether Edge & Sharrow,borders
Gleadless Valley,City,borders
Gleadless Valley,Birley,borders
Gleadless Valley,Graves Park,borders
Gleadless Valley,Park & Arbourthorne,borders
Mossley Hill,St. Michael's,borders
Mossley Hill,Church,borders
Mossley Hill,Bromborough,borders
Mossley Hill,Cressington,borders
Mossley Hill,Greenbank,borders
Charlemont with Grove Vale,Newton,borders
Charlemont with Grove Vale,Friar Park,borders
Charlemont with Grove Vale,Great Barr with Yew Tree,borders
Charlemont with Grove Vale,Hateley Heath,borders
Charlemont with Grove Vale,West Bromwich Central,borders
Tettenhall Regis,Doxey,borders
Tettenhall Regis,Park,borders
Tettenhall Regis,St. Peter's,borders
Tettenhall Regis,Tettenhall Wightwick,borders
Manningham,Heaton,borders
Manningham,Bolton and Undercliffe,borders
Manningham,Toller,borders
Manningham,City,borders
Dukinfield Stalybridge,Dukinfield,borders
Dukinfield Stalybridge,Stalybridge South,borders
Dukinfield Stalybridge,Stalybridge North,borders
Dukinfield Stalybridge,Hyde Newton,borders
Dukinfield Stalybridge,Ashton St. Michael's,borders
Castle and Priory,Coseley East,borders
Castle and Priory,Oldbury,borders
Castle and Priory,St. James's,borders
Castle and Priory,Upper Gornal and Woodsetton,borders
Castle and Priory,Tipton Green,borders
Castle and Priory,St. Thomas's,borders
Castle and Priory,Gornal,borders
Chadderton Central,Charlestown,borders
Chadderton Central,Chadderton North,borders
Chadderton Central,Coldhurst,borders
Chadderton Central,Chadderton South,borders
Chadderton Central,Werneth,borders
Chadderton Central,East Middleton,borders
Everton,Kirkdale,borders
Everton,Central,borders
Everton,Anfield,borders
Everton,Kensington and Fairfield,borders
Everton,Tuebrook and Stoneycroft,borders
Rother Vale,Wales South Yorkshire,borders
Rother Vale,Dinnington St. John's,borders
Rother Vale,Anston and Woodsetts,borders
Rother Vale,Hellaby,borders
Rother Vale,Holderness,borders
Rother Vale,Beighton,borders
Rother Vale,Sitwell,borders
Rother Vale,Woodhouse,borders
Rother Vale,Brinsworth and Catcliffe,borders
Low Fell,Lamesley,borders
Low Fell,Chowdene,borders
Low Fell,High Fell,borders
Low Fell,Saltwell,borders
Low Fell,Lobley Hill and Bensham,borders
Low Fell,Deckham,borders
Firth Park,Orgreave South Yorkshire,borders
Firth Park,Southey,borders
Firth Park,East Ecclesfield,borders
Firth Park,Shiregreen & Brightside,borders
Calverley and Farsley,Horsforth,borders
Calverley and Farsley,Bradford Moor,borders
Calverley and Farsley,Pudsey,borders
Calverley and Farsley,Eccleshill,borders
Calverley and Farsley,Idle and Thackley,borders
Calverley and Farsley,Bramley and Stanningley,borders
Stalybridge North,Mossley,borders
Stalybridge North,Dukinfield,borders
Stalybridge North,Ashton Hurst,borders
Stalybridge North,Stalybridge South,borders
Stalybridge North,Dukinfield Stalybridge,borders
Stalybridge North,Ashton St. Michael's,borders
Kingsway,Milkstone and Deeplish,borders
Kingsway,Smallbridge and Firgrove,borders
Kingsway,Central Rochdale,borders
Kingsway,Milnrow and Newhey,borders
Kingsway,Balderstone and Kirkholt,borders
Silverwood,Wickersley,borders
Silverwood,Conisbrough Parks,borders
Silverwood,Rotherham East,borders
Silverwood,Wath,borders
Silverwood,Valley,borders
Silverwood,Hellaby,borders
Silverwood,Tickhill & Wadsworth,borders
Silverwood,Swinton,borders
Silverwood,Rawmarsh,borders
Moss Bank,Blackrod,borders
Moss Bank,Rainford,borders
Moss Bank,Windle St Helens,borders
Moss Bank,Haydock,borders
Moss Bank,Billinge and Seneley Green,borders
Moss Bank,Town Centre,borders
Pemberton,Douglas,borders
Pemberton,Shevington with Lower Ground,borders
Pemberton,Wigan West,borders
Pemberton,Winstanley,borders
Pemberton,Orrell,borders
Woodhouse Park,Heald Green,borders
Woodhouse Park,Hale Barns,borders
Woodhouse Park,Sharston,borders
